,Unnamed: 0,MAL_ID,Name,Genres,English name,Type,Episodes,Aired,Producers,Licensors,Studios,Source,Duration,Rating
1024,1024,1126,Figure 17: Tsubasa & Hikaru,"['Sci-Fi', 'Slice of Life']",,TV,13.0,"[datetime.datetime(2001, 5, 27, 0, 0), datetime.datetime(2002, 5, 26, 0, 0)]","['Bandai Visual', 'Genco', 'MediaNet']",['Media Blasters'],OLM,Original,47.0,PG13
14661,14661,38030,Muchi Muchi Kyousei Seichouchuu!!!,['Hentai'],,ONA,2.0,"[datetime.datetime(2018, 7, 13, 0, 0), datetime.datetime(2018, 7, 20, 0, 0)]",['Unknown'],['Unknown'],SELFISH,Original,15.0,Rx
17175,17175,42935,Sakugasaku,['Music'],,Music,1.0,"[datetime.datetime(2020, 9, 11, 0, 0)]",['Unknown'],['Unknown'],Wit Studio,Original,3.0,
6444,6444,10941,Mushi no Tameiki,['Music'],,Music,1.0,"[datetime.datetime(2011, 7, 10, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
10641,10641,30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,['Music'],Beyond the Boundary:I'll Be Here - Past Special,Special,1.0,"[datetime.datetime(2015, 3, 14, 0, 0)]",['Imagica'],['Unknown'],Kyoto Animation,Light novel,4.0,PG13
10266,10266,29973,Aya Hito Shiki to Iu na no Ishi Hata,['Dementia'],,ONA,1.0,"[datetime.datetime(2006, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,5.0,G
1589,1589,1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,"['Ecchi', 'Comedy', 'Romance', 'Supernatural']",Ah My Buddha Katsu Special,Special,1.0,"[datetime.datetime(2006, 6, 21, 0, 0)]",['Unknown'],"['Nozomi Entertainment', 'Media Blasters']",Studio Deen,,23.0,R+
9510,9510,26263,Shiokari Touge,"['Kids', 'Drama']",Shiokari Pass,OVA,1.0,"[datetime.datetime(2000, 1, 1, 0, 0)]",['Gakken'],['Unknown'],,,19.0,G
11055,11055,31670,Kaitou Joker 3rd Season,"['Adventure', 'Comedy', 'Mystery', 'Shounen']",JOKER 3rd Season,TV,13.0,"[datetime.datetime(2016, 4, 4, 0, 0), datetime.datetime(2016, 6, 27, 0, 0)]","['Vega Entertainment', 'Asatsu DK', 'Kids Station', 'Half H.P Studio', 'Tokyo MX']",['Unknown'],Shin-Ei Animation,Manga,24.0,PG
7392,7392,16187,"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",['Hentai'],,OVA,1.0,"[datetime.datetime(2013, 3, 22, 0, 0)]",['Lune Pictures'],['Unknown'],,Visual novel,30.0,Rx
16057,16057,40269,Kengan Ashura 2nd Season,"['Action', 'Martial Arts']",,ONA,12.0,"[datetime.datetime(2019, 10, 31, 0, 0)]","['Nihon Ad Systems', 'Mainichi Broadcasting System', 'Pony Canyon', 'Shogakukan', 'KLab', 'Netflix', 'MAGNET']",['Unknown'],Larx Entertainment,Web manga,23.0,R
11951,11951,33539,Shima Kousaku no Asia Risshi-den Specials,"['Drama', 'Seinen']",,Special,4.0,"[datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2014, 5, 5, 0, 0)]",['NHK'],['Unknown'],,Manga,40.0,PG13
15735,15735,39659,Chikin Ramen x Gudetama,"['Comedy', 'Kids']",,ONA,,"[datetime.datetime(2019, 3, 31, 0, 0), nan]",['Sanrio'],['Unknown'],,Original,0.0,G
8225,8225,20093,Furiten-kun,"['Slice of Life', 'Comedy', 'Seinen']",,Movie,1.0,"[datetime.datetime(1981, 4, 11, 0, 0)]",['Knack Productions'],['Unknown'],,,75.0,G
16804,16804,41918,Juan Siliang,"['Action', 'Fantasy']",,ONA,,[nan],['Unknown'],['Unknown'],Wulifang Digital,Original,,
16895,16895,42248,Eizou (Kage),"['Dementia', 'Music']",,Movie,1.0,"[datetime.datetime(1987, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,8.0,G
11837,11837,33312,Color Noise,['Dementia'],,ONA,1.0,"[datetime.datetime(2010, 6, 4, 0, 0)]",['Unknown'],['Unknown'],,Original,0.0,G
5474,5474,8671,Raja Maharaja,"['Kids', 'Music', 'Slice of Life']",,Music,1.0,"[datetime.datetime(1985, 2, 3, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
1917,1917,2097,Tokumu Sentai Shinesman,"['Action', 'Comedy', 'Sci-Fi']",Special Duty Combat Unit Shinesman,OVA,2.0,"[datetime.datetime(1996, 2, 21, 0, 0), datetime.datetime(1996, 3, 21, 0, 0)]",['animate Film'],['Media Blasters'],Production I.G,Manga,27.0,PG13
1026,1026,1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,"['Comedy', 'Romance', 'Sci-Fi']",UFO Ultramaiden Valkyrie 2:December Nocturne,TV,12.0,"[datetime.datetime(2003, 10, 4, 0, 0), datetime.datetime(2003, 12, 20, 0, 0)]","['Media Factory', 'KlockWorx', 'Toshiba Entertainment']",['ADV Films'],TNK,Manga,23.0,R+
11385,11385,32481,Love Live! Kouhaku Special Anime,['Music'],,Special,1.0,"[datetime.datetime(2015, 12, 31, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Original,0.0,PG
17177,17177,42940,Hanma Baki: Son of Ogre,"['Action', 'Martial Arts', 'Shounen']",,ONA,,"[datetime.datetime(2021, 1, 1, 0, 0)]",['Netflix'],['Unknown'],,Manga,,R
7293,7293,15617,Jinrui wa Suitai Shimashita Specials,"['Comedy', 'Fantasy', 'Seinen']",Humanity Has Declined Specials,Special,6.0,"[datetime.datetime(2012, 9, 19, 0, 0), datetime.datetime(2013, 2, 20, 0, 0)]",['Unknown'],['Sentai Filmworks'],AIC ASTA,Light novel,2.0,PG13
15058,15058,38689,Guan Hai Ce,"['Action', 'Military', 'Historical', 'Martial Arts', 'Fantasy']",,ONA,16.0,"[datetime.datetime(2018, 6, 17, 0, 0), datetime.datetime(2018, 9, 23, 0, 0)]",['Tencent Penguin Pictures'],['Unknown'],Tong Ming Xuan,Original,21.0,PG13
15318,15318,39066,Karakuri Circus (TV): Makuai - Soshite Mata Kaimaku Bell,"['Adventure', 'Mystery', 'Shounen']",,Special,1.0,"[datetime.datetime(2019, 1, 24, 0, 0)]",['Unknown'],['Unknown'],Studio VOLN,Manga,24.0,PG13
14476,14476,37765,Mobile Suit Gundam: Hathaway's Flash,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",,Movie,1.0,"[datetime.datetime(2021, 5, 7, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Novel,,PG13
1021,1021,1122,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",Pokemon:Destiny Deoxys,Movie,1.0,"[datetime.datetime(2004, 7, 17, 0, 0)]",['Studio Jack'],"['4Kids Entertainment', 'Miramax Films']",OLM,Game,98.0,PG
10193,10193,29850,AKB48 Stage Fighter,['Action'],,Special,1.0,"[datetime.datetime(2011, 10, 28, 0, 0)]",['Unknown'],['Unknown'],,Game,0.0,G
8677,8677,22455,Hello Kitty no Circus ga Yatte Kita,"['Fantasy', 'Kids']",Hello Kitty in The Circus Comes to Town,OVA,1.0,"[datetime.datetime(1992, 7, 21, 0, 0)]",['Sanrio'],['Unknown'],,,27.0,G
11448,11448,32636,Hokori Inu no Hanashi,['Dementia'],The Cloudy Dog Talk About,Movie,1.0,"[datetime.datetime(2012, 1, 1, 0, 0)]",['Geidai Animation'],['Unknown'],,Original,3.0,G
11229,11229,32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,['Comedy'],,Special,1.0,"[datetime.datetime(1988, 12, 31, 0, 0)]",['Fuji TV'],['Unknown'],Studio Pierrot,Manga,50.0,G
13897,13897,36833,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,"['Slice of Life', 'Parody']",,Special,1.0,"[datetime.datetime(2018, 1, 31, 0, 0)]",['Kadokawa Shoten'],['Unknown'],SILVER LINK.,Manga,6.0,PG13
5140,5140,7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"['Hentai', 'School', 'Yuri']",A Kiss for the Petals:Becoming Your Lover,OVA,1.0,"[datetime.datetime(2010, 7, 30, 0, 0)]",['Unknown'],['Unknown'],ChuChu,Visual novel,22.0,Rx
17222,17222,43292,"Toriaezu, Tamade.","['Kids', 'Music']",,Music,1.0,"[datetime.datetime(2015, 8, 2, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
7645,7645,17371,Natsuyasumi.,"['Hentai', 'Yaoi']",,ONA,3.0,"[datetime.datetime(2013, 1, 27, 0, 0), datetime.datetime(2013, 7, 11, 0, 0)]",['Studio Zealot'],['Unknown'],Studio 9 MAiami,Original,14.0,Rx
189,189,212,Project A-Ko,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Super Power']",,Movie,1.0,"[datetime.datetime(1986, 6, 21, 0, 0)]",['Soeishinsha'],"['Central Park Media', 'Discotek Media']",APPP,Original,84.0,PG13
13890,13890,36821,Machibouke,"['Music', 'Kids']",,Music,1.0,"[datetime.datetime(1973, 8, 16, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
12636,12636,34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,"['Drama', 'Ecchi', 'Romance']",,TV,12.0,"[datetime.datetime(2017, 4, 3, 0, 0), datetime.datetime(2017, 6, 19, 0, 0)]","['Kujou-kun no Bonnou wo Mimamoru-kai', 'Cloud22']",['Unknown'],Seven,Manga,3.0,R+
52,52,72,Full Metal Panic? Fumoffu,"['Action', 'Comedy', 'School']",Full Metal Panic? Fumoffu,TV,12.0,"[datetime.datetime(2003, 8, 26, 0, 0), datetime.datetime(2003, 10, 18, 0, 0)]","['Tatsunoko Production', 'Kadokawa Shoten', 'Fuji TV', 'Imagica', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx', 'Happinet Pictures', 'Animation Do']","['ADV Films', 'Funimation']",Kyoto Animation,Light novel,24.0,PG13
3365,3365,3905,Wanpaku Ouji no Orochi Taiji,['Adventure'],"Orochi, the Eight-Headed Dragon",Movie,1.0,"[datetime.datetime(1963, 3, 24, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,,86.0,PG
5272,5272,8191,Hoshi Shinichi Short Short,"['Comedy', 'Sci-Fi']",,TV,26.0,"[datetime.datetime(2007, 11, 11, 0, 0), datetime.datetime(2008, 11, 17, 0, 0)]",['Directions'],['Unknown'],Echoes,Book,10.0,PG13
7461,7461,16554,Dallyeola Majing-ga-X,"['Mecha', 'Sci-Fi']",,Movie,1.0,"[datetime.datetime(1978, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,77.0,
8568,8568,21959,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"['Kids', 'Fantasy', 'Comedy']",,Movie,1.0,"[datetime.datetime(2005, 7, 16, 0, 0)]",['Tokyo Movie Shinsha'],['Unknown'],,,20.0,PG
8602,8602,22119,PeroPero☆Teacher,['Hentai'],,OVA,3.0,"[datetime.datetime(2014, 6, 13, 0, 0)]",['Cosmos'],['Unknown'],,Original,20.0,Rx
11222,11222,32065,Kimi no Sumu Machi,['Comedy'],,Special,1.0,"[datetime.datetime(2015, 11, 21, 0, 0)]",['Unknown'],['Unknown'],J.C.Staff,Original,2.0,G
504,504,537,Tekken,"['Action', 'Sci-Fi', 'Adventure', 'Martial Arts']",Tekken:The Motion Picture,OVA,2.0,"[datetime.datetime(1998, 1, 21, 0, 0), datetime.datetime(1998, 2, 21, 0, 0)]","['Four Some', 'Sony Music Entertainment']",['ADV Films'],Studio Deen,Game,28.0,R
4776,4776,6842,Oyoge ya Oyoge,['Sports'],"Swim, Monkey, Swim!",Movie,1.0,"[datetime.datetime(1939, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,10.0,G
10990,10990,31537,Manaria Friends,"['Demons', 'Fantasy', 'Magic', 'Supernatural']",Mysteria Friends,TV,10.0,"[datetime.datetime(2019, 1, 21, 0, 0), datetime.datetime(2019, 3, 25, 0, 0)]","['Asmik Ace', 'Cygames', 'Happinet']",['Sentai Filmworks'],CygamesPictures,Card game,15.0,PG13
16948,16948,42351,Senpai ga Uzai Kouhai no Hanashi,"['Comedy', 'Romance']",,TV,,[nan],['Unknown'],['Unknown'],Doga Kobo,Manga,,
16489,16489,41061,Heya Camp△: Sauna to Gohan to Sanrin Bike,"['Slice of Life', 'Comedy']",,Special,1.0,"[datetime.datetime(2020, 5, 27, 0, 0)]",['Unknown'],['Unknown'],C-Station,Manga,10.0,PG13
10019,10019,29445,Gakkyuu Ou Yamazaki Specials,['Comedy'],,Special,2.0,"[datetime.datetime(1998, 3, 30, 0, 0), datetime.datetime(1998, 9, 28, 0, 0)]",['Magic Bus'],['Unknown'],,,24.0,G
4345,4345,5873,Tarou-san no Kisha,['Action'],Taro's Toy Train,Movie,1.0,"[datetime.datetime(1929, 6, 18, 0, 0)]",['Unknown'],['Unknown'],,Original,15.0,G
15741,15741,39676,Han Hua Ri Ji,"['Slice of Life', 'Comedy', 'Supernatural']",God Troubles Me,ONA,12.0,"[datetime.datetime(2019, 7, 21, 0, 0), datetime.datetime(2019, 9, 29, 0, 0)]",['bilibili'],['Unknown'],L²Studio,Original,14.0,PG13
4105,4105,5356,Canaan,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural', 'Seinen']",Canaan,TV,13.0,"[datetime.datetime(2009, 7, 4, 0, 0), datetime.datetime(2009, 9, 26, 0, 0)]","['Lantis', 'Pony Canyon', 'Magic Capsule', 'Bushiroad', 'Showgate', 'Good Smile Company']",['Sentai Filmworks'],P.A. Works,Visual novel,23.0,R
1435,1435,1579,Kiniro no Corda: Primo Passo,"['Harem', 'Music', 'Comedy', 'Drama', 'Magic', 'Romance', 'School', 'Shoujo']",La corda d'oro:primo passo,TV,25.0,"[datetime.datetime(2006, 10, 2, 0, 0), datetime.datetime(2007, 3, 26, 0, 0)]","['Aniplex', 'Hakusensha', 'Koei', 'TYO']",['Sentai Filmworks'],Yumeta Company,Visual novel,24.0,PG13
7318,7318,15785,Inazuma Eleven Go vs. Danball Senki W Movie,"['Action', 'Kids', 'Mecha', 'Sports']",,Movie,1.0,"[datetime.datetime(2012, 12, 1, 0, 0)]",['Dentsu Tec'],['Unknown'],OLM,,90.0,G
12114,12114,33860,Saru Kani Gassen (Yokoku),['Historical'],,ONA,1.0,"[datetime.datetime(2012, 7, 31, 0, 0)]",['Unknown'],['Unknown'],,Other,0.0,G
4116,4116,5396,Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,['Mecha'],,OVA,2.0,"[datetime.datetime(1997, 10, 22, 0, 0), datetime.datetime(1997, 12, 28, 0, 0)]",['Nagoya Broadcasting Network'],['Unknown'],Sunrise,,29.0,PG13
13489,13489,36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",,Special,1.0,"[datetime.datetime(2017, 8, 26, 0, 0)]",['Unknown'],['Funimation'],Toei Animation,Manga,106.0,PG13
1276,1276,1407,Stainless Night,"['Hentai', 'Yuri']",,OVA,2.0,"[datetime.datetime(1995, 12, 22, 0, 0), datetime.datetime(1996, 3, 22, 0, 0)]",['Pink Pineapple'],['Media Blasters'],,,30.0,Rx
1308,1308,1439,Lupin III: Walther P38,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",Lupin III:Island of Assassins,Special,1.0,"[datetime.datetime(1997, 8, 1, 0, 0)]","['VAP', 'Tokyo Movie Shinsha']","['Funimation', 'Discotek Media']",,,93.0,PG13
15681,15681,39566,Ooi no Teiou,"['Music', 'Sports']",,ONA,1.0,"[datetime.datetime(2018, 11, 7, 0, 0)]",['Unknown'],['Unknown'],,Original,4.0,G
16373,16373,40811,Kuroi Neko,"['Dementia', 'Music']",A Black Cat,Movie,1.0,"[datetime.datetime(2015, 1, 1, 0, 0)]",['Geidai Animation'],['Unknown'],,Original,2.0,G
7486,7486,16644,Soushi Souai: Junai Mellow yori,['Hentai'],,OVA,1.0,"[datetime.datetime(2013, 1, 18, 0, 0)]",['Pashmina'],['Unknown'],,Manga,26.0,Rx
2258,2258,2463,Shounan Bakusouzoku,"['Action', 'Comedy', 'Shounen']",,OVA,12.0,"[datetime.datetime(1986, 9, 10, 0, 0), datetime.datetime(1999, 3, 12, 0, 0)]",['Unknown'],['AnimEigo'],Toei Animation,Manga,52.0,R
2189,2189,2391,SD Gundam Force,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']",,TV,52.0,"[datetime.datetime(2004, 1, 7, 0, 0), datetime.datetime(2004, 12, 29, 0, 0)]","['Bandai Visual', 'Sotsu', 'TV Tokyo Music']",['Bandai Entertainment'],Sunrise,Original,25.0,PG13
6603,6603,11733,Chi-Sui Maru 2nd Season,['Comedy'],,TV,34.0,"[datetime.datetime(2011, 1, 15, 0, 0), datetime.datetime(2011, 9, 24, 0, 0)]",['Unknown'],['Unknown'],,,5.0,G
4463,4463,6115,Lupin III vs. Detective Conan,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Shounen']",,Special,1.0,"[datetime.datetime(2009, 3, 27, 0, 0)]",['Tokyo Movie Shinsha'],['Discotek Media'],TMS Entertainment,,105.0,PG13
6090,6090,10156,Sacred Seven,"['Action', 'Sci-Fi', 'Super Power', 'School']",Sacred Seven,TV,12.0,"[datetime.datetime(2011, 7, 3, 0, 0), datetime.datetime(2011, 9, 16, 0, 0)]",['Unknown'],"['Bandai', 'Sentai Filmworks']",Sunrise,Original,24.0,PG13
14090,14090,37169,Sakkai Eightraid,"['Action', 'Fantasy']",,,,[nan],['Bandai Namco Entertainment'],['Unknown'],"CUCURI, Digital Network Animation",Original,,
11331,11331,32343,Subarashii Sekai,"['Music', 'Fantasy']",The Wonderful World,Music,1.0,"[datetime.datetime(2013, 6, 10, 0, 0)]",['Unknown'],['Unknown'],,Music,4.0,G
2373,2373,2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"['Drama', 'Mecha', 'Military', 'Sci-Fi']",,OVA,5.0,"[datetime.datetime(1994, 3, 21, 0, 0), datetime.datetime(1994, 11, 21, 0, 0)]",['Unknown'],['Unknown'],Sunrise,Original,30.0,PG13
865,865,960,Shin Chou Kyou Ryo: Condor Hero II,"['Adventure', 'Drama', 'Historical', 'Romance']",Legend of the Condor Hero II,TV,26.0,"[datetime.datetime(2005, 1, 30, 0, 0), datetime.datetime(2006, 9, 2, 0, 0)]",['Jade Animation'],['Unknown'],Nippon Animation,Novel,20.0,PG13
16040,16040,40237,Tansui,['Dementia'],Freshwater,Movie,1.0,"[datetime.datetime(1986, 5, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
1076,1076,1181,Hikyou Tanken Fam & Ihrlie,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic']",Ruin Explorers Fam & Ihrie,OVA,4.0,"[datetime.datetime(1995, 6, 25, 0, 0), datetime.datetime(1996, 2, 25, 0, 0)]","['Bandai Visual', 'animate Film', 'Movic', 'Nippon Columbia']","['ADV Films', 'Maiden Japan']",Ajia-Do,Manga,30.0,R+
11591,11591,32878,ēlDLIVE,"['Action', 'Sci-Fi', 'Space', 'Police', 'Shounen']",elDLIVE,TV,12.0,"[datetime.datetime(2017, 1, 8, 0, 0), datetime.datetime(2017, 3, 26, 0, 0)]","['Yomiuri Telecasting', 'd-rights', 'Half H.P Studio', 'Shueisha', 'Tokuma Japan Communications', 'Tencent Japan']","['Funimation', 'Crunchyroll']",Studio Pierrot,Manga,24.0,PG13
9843,9843,28673,Duan Nao,"['Thriller', 'Mystery', 'Sci-Fi']",Die Now,ONA,16.0,"[datetime.datetime(2014, 11, 28, 0, 0), datetime.datetime(2015, 7, 31, 0, 0)]",['Yaoqi'],['Unknown'],Haoliners Animation League,Web manga,14.0,R
7974,7974,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",,Special,1.0,"[datetime.datetime(2013, 12, 15, 0, 0)]",['Unknown'],['Unknown'],Brain's Base,Manga,22.0,PG13
4136,4136,5449,Chibi Kero: Kerobouru no Himitsu!?,['Comedy'],Chibi Kero:Secret of the Kero Ball!?,Special,1.0,"[datetime.datetime(2007, 3, 17, 0, 0)]",['Unknown'],['Unknown'],Sunrise,,17.0,G
13614,13614,36397,Shiyan Pin Jiating,"['Sci-Fi', 'Slice of Life']",Frankenstein Family,ONA,12.0,"[datetime.datetime(2018, 4, 9, 0, 0), datetime.datetime(2018, 6, 19, 0, 0)]","['Tencent Penguin Pictures', 'KJJ Animation', 'Da Huoniao Donghua']",['Unknown'],BigFireBird Animation,Web manga,15.0,PG13
12343,12343,34292,Kamigami no Ki,"['Comedy', 'Historical', 'Supernatural']",Kamigami no Ki,TV,17.0,"[datetime.datetime(2016, 11, 25, 0, 0), datetime.datetime(2017, 4, 28, 0, 0)]",['Unknown'],['Unknown'],Sotsu,Original,2.0,PG
7896,7896,18479,Bishoujo Animerama: Minami no Watashi no Heart ni Tacchi Shite...,"['Hentai', 'Romance']",,OVA,1.0,"[datetime.datetime(1989, 11, 19, 0, 0)]",['Unknown'],['Unknown'],,,29.0,Rx
4640,4640,6555,Pokemon: Pikachu no Kirakira Daisousaku!,"['Adventure', 'Comedy', 'Fantasy', 'Kids']",Pikachu's Great Sparking Search!,Special,1.0,"[datetime.datetime(2009, 8, 1, 0, 0)]",['Unknown'],['Unknown'],OLM,Game,20.0,PG
4971,4971,7314,Yona Yona Penguin,"['Adventure', 'Fantasy', 'Kids']",,Movie,1.0,"[datetime.datetime(2009, 9, 12, 0, 0)]",['Unknown'],['Maiden Japan'],Madhouse,,90.0,G
16307,16307,40694,Dosukoi!! Tarou,"['Kids', 'Music', 'Sports']",,Music,1.0,"[datetime.datetime(1993, 6, 1, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
15633,15633,39488,Ponta-kun no Otegara,['Kids'],,OVA,1.0,"[datetime.datetime(1990, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,10.0,G
15993,15993,40148,22/7,['Music'],22/7,TV,12.0,"[datetime.datetime(2020, 1, 11, 0, 0), datetime.datetime(2020, 3, 28, 0, 0)]","['Aniplex', 'Tokyo MX', 'Nagoya Broadcasting Network', 'BS11', 'Shogakukan', 'ABC Animation', 'Buzz Wave']",['Aniplex of America'],A-1 Pictures,Other,24.0,PG13
6545,6545,11487,Sekiranun Graffiti,['Music'],,Music,1.0,"[datetime.datetime(2011, 8, 13, 0, 0)]",['Sony Music Entertainment'],['Unknown'],Studio Deen,,3.0,G
13613,13613,36396,Ima demo Senchou to Yobarete iru Senchou no Yoru,"['Music', 'Kids']",,Music,1.0,"[datetime.datetime(1971, 12, 3, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
16495,16495,41078,Dou Hun Wei Zhi Xuan Yue Qiyuan,"['Adventure', 'Fantasy']",Spirit Guardians,ONA,12.0,"[datetime.datetime(2018, 6, 19, 0, 0), datetime.datetime(2018, 9, 4, 0, 0)]",['Unknown'],['Unknown'],Yi Chen Animation,Original,20.0,PG13
17015,17015,42517,Ookami-san wa Taberaretai,"['Romance', 'Ecchi']",,TV,3.0,"[datetime.datetime(2020, 9, 7, 0, 0), datetime.datetime(2020, 9, 21, 0, 0)]","['Studio Mausu', 'Suiseisha']",['Unknown'],Peak Hunt,Manga,5.0,R+
6284,6284,10588,Persona 4 the Animation,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",Persona 4 the Animation,TV,25.0,"[datetime.datetime(2011, 10, 7, 0, 0), datetime.datetime(2012, 3, 30, 0, 0)]","['Aniplex', 'Mainichi Broadcasting System', 'ASCII Media Works', 'Index']",['Sentai Filmworks'],AIC ASTA,Game,25.0,PG13
6062,6062,10090,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,"['Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']",Ghost in the Shell:Stand Alone Complex - Solid State Society 3D,Movie,1.0,"[datetime.datetime(2011, 3, 26, 0, 0)]",['Unknown'],['Unknown'],Production I.G,,108.0,R
16223,16223,40553,Watashi no Ningyou,"['Kids', 'Music']",,Music,1.0,"[datetime.datetime(1986, 10, 1, 0, 0)]",['NHK'],['Unknown'],,Original,2.0,G
15323,15323,39077,Bansoukousaten,"['Slice of Life', 'Drama', 'School']",,ONA,1.0,"[datetime.datetime(2014, 4, 5, 0, 0)]",['Unknown'],['Unknown'],,Original,6.0,G
13270,13270,35799,Miniforce,"['Action', 'Adventure']",Miniforce,TV,52.0,"[datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2015, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,13.0,PG
3491,3491,4088,Wonder 3,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",The Amazing 3,TV,52.0,"[datetime.datetime(1965, 6, 6, 0, 0), datetime.datetime(1966, 6, 27, 0, 0)]",['Fuji TV'],['Unknown'],Mushi Production,,23.0,G
15328,15328,39085,Aikagi The Animation,['Hentai'],,OVA,1.0,"[datetime.datetime(2019, 4, 26, 0, 0)]",['Pink Pineapple'],['Unknown'],,Visual novel,26.0,Rx
6294,6294,10611,R-15,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",,TV,12.0,"[datetime.datetime(2011, 7, 10, 0, 0), datetime.datetime(2011, 9, 25, 0, 0)]","['Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'AMG MUSIC', 'Studio Kelmadick', 'Glovision']",['Unknown'],"AIC, Remic",Light novel,24.0,R+
7221,7221,15109,Cuticle Tantei Inaba,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Shounen']",Cuticle Detective Inaba,TV,12.0,"[datetime.datetime(2013, 1, 4, 0, 0), datetime.datetime(2013, 3, 22, 0, 0)]","['Frontier Works', 'Media Factory', 'AT-X', 'Showgate', 'BIGLOBE']",['Sentai Filmworks'],Zexcs,Manga,23.0,PG13
13849,13849,36763,Himawari,['Music'],,Music,1.0,"[datetime.datetime(2017, 9, 9, 0, 0)]","[""Toy's Factory""]",['Unknown'],,Music,6.0,G
6847,6847,12875,Ginga e Kickoff!!,"['Sports', 'Shounen']",,TV,39.0,"[datetime.datetime(2012, 3, 26, 0, 0), datetime.datetime(2013, 2, 26, 0, 0)]","['NHK', 'Nihon Ad Systems']",['Unknown'],TYO Animations,Novel,25.0,PG
962,962,1058,Kidou Shinsengumi Moeyo Ken,"['Adventure', 'Comedy', 'Historical']",Moeyo Ken,OVA,4.0,"[datetime.datetime(2003, 11, 19, 0, 0), datetime.datetime(2004, 2, 18, 0, 0)]","['Trinet Entertainment', 'Picture Magic', 'Pony Canyon']",['ADV Films'],,Game,25.0,PG13
20,20,30,Neon Genesis Evangelion,"['Action', 'Sci-Fi', 'Dementia', 'Psychological', 'Drama', 'Mecha']",Neon Genesis Evangelion,TV,26.0,"[datetime.datetime(1995, 10, 4, 0, 0), datetime.datetime(1996, 3, 27, 0, 0)]","['TV Tokyo', 'Kadokawa Shoten', 'Nihon Ad Systems', 'Audio Tanaka']","['ADV Films', 'Netflix']","Gainax, Tatsunoko Production",Original,24.0,PG13
13068,13068,35458,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,"['Magic', 'Supernatural']",,Special,1.0,"[datetime.datetime(2017, 4, 21, 0, 0)]","['Bandai Visual', 'Lantis']",['Unknown'],White Fox,Original,24.0,PG13
